timestamp,L_hip_joint,L_hip2_joint,L_thigh_joint,L_calf_joint,L_toe_joint
0.000000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.002000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.004000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.006000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.008000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.010000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.012000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.014000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.016000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.018000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.020000,0.100000,0.200000,0.950000,-0.700000,0.700000
0.022000,0.100000,0.200000,0.949999,-0.700001,0.700000
0.024000,0.100000,0.200000,0.949999,-0.700001,0.700000
0.026000,0.100000,0.199999,0.949999,-0.700001,0.699999
0.028000,0.100000,0.199999,0.949999,-0.700001,0.699999
0.030000,0.100000,0.199999,0.949999,-0.700001,0.699999
0.032000,0.100000,0.199999,0.949998,-0.700001,0.699999
0.034000,0.099999,0.199999,0.949998,-0.700002,0.699999
0.036000,0.099999,0.199999,0.949998,-0.700002,0.699999
0.038000,0.099999,0.199999,0.949998,-0.700002,0.699998
0.040000,0.099999,0.199998,0.949997,-0.700003,0.699998
0.042000,0.099999,0.199998,0.949997,-0.700003,0.699998
0.044000,0.099999,0.199998,0.949996,-0.700003,0.699998
0.046000,0.099999,0.199997,0.949996,-0.700004,0.699997
0.048000,0.099999,0.199997,0.949995,-0.700004,0.699997
0.050000,0.099998,0.199997,0.949995,-0.700005,0.699996
0.052000,0.099998,0.199996,0.949994,-0.700005,0.699996
0.054000,0.099998,0.199996,0.949994,-0.700006,0.699996
0.056000,0.099998,0.199996,0.949993,-0.700007,0.699995
0.058000,0.099998,0.199995,0.949992,-0.700007,0.699994
0.060000,0.099997,0.199995,0.949991,-0.700008,0.699994
0.062000,0.099997,0.199994,0.949990,-0.700009,0.699993
0.064000,0.099997,0.199993,0.949989,-0.700010,0.699993
0.066000,0.099996,0.199993,0.949988,-0.700011,0.699992
0.068000,0.099996,0.199992,0.949987,-0.700012,0.699991
0.070000,0.099996,0.199991,0.949986,-0.700013,0.699990
0.072000,0.099995,0.199991,0.949985,-0.700014,0.699989
0.074000,0.099995,0.199990,0.949983,-0.700015,0.699988
0.076000,0.099994,0.199989,0.949982,-0.700017,0.699987
0.078000,0.099994,0.199988,0.949980,-0.700018,0.699986
0.080000,0.099993,0.199987,0.949979,-0.700020,0.699985
0.082000,0.099993,0.199986,0.949977,-0.700021,0.699984
0.084000,0.099992,0.199985,0.949975,-0.700023,0.699983
0.086000,0.099992,0.199984,0.949973,-0.700025,0.699981
0.088000,0.099991,0.199982,0.949971,-0.700027,0.699980
0.090000,0.099990,0.199981,0.949969,-0.700029,0.699979
0.092000,0.099990,0.199980,0.949967,-0.700031,0.699977
0.094000,0.099989,0.199978,0.949965,-0.700033,0.699975
0.096000,0.099988,0.199977,0.949962,-0.700035,0.699974
0.098000,0.099988,0.199975,0.949959,-0.700037,0.699972
0.100000,0.099987,0.199973,0.949957,-0.700040,0.699970
0.102000,0.099986,0.199972,0.949954,-0.700043,0.699968
0.104000,0.099985,0.199970,0.949951,-0.700045,0.699966
0.106000,0.099984,0.199968,0.949948,-0.700048,0.699964
0.108000,0.099983,0.199966,0.949944,-0.700051,0.699961
0.110000,0.099982,0.199964,0.949941,-0.700055,0.699959
0.112000,0.099981,0.199961,0.949937,-0.700058,0.699957
0.114000,0.099980,0.199959,0.949934,-0.700061,0.699954
0.116000,0.099978,0.199957,0.949930,-0.700065,0.699951
0.118000,0.099977,0.199954,0.949926,-0.700069,0.699948
0.120000,0.099976,0.199952,0.949921,-0.700073,0.699946
0.122000,0.099974,0.199949,0.949917,-0.700077,0.699942
0.124000,0.099973,0.199946,0.949912,-0.700081,0.699939
0.126000,0.099972,0.199943,0.949907,-0.700085,0.699936
0.128000,0.099970,0.199940,0.949902,-0.700090,0.699932
0.130000,0.099968,0.199937,0.949897,-0.700095,0.699929
0.132000,0.099967,0.199933,0.949892,-0.700100,0.699925
0.134000,0.099965,0.199930,0.949886,-0.700105,0.699921
0.136000,0.099963,0.199926,0.949880,-0.700110,0.699917
0.138000,0.099961,0.199923,0.949874,-0.700116,0.699913
0.140000,0.099959,0.199919,0.949868,-0.700122,0.699909
0.142000,0.099957,0.199915,0.949862,-0.700128,0.699904
0.144000,0.099955,0.199911,0.949855,-0.700134,0.699900
0.146000,0.099953,0.199906,0.949848,-0.700140,0.699895
0.148000,0.099951,0.199902,0.949841,-0.700147,0.699890
0.150000,0.099949,0.199897,0.949833,-0.700154,0.699885
0.152000,0.099946,0.199893,0.949826,-0.700161,0.699879
0.154000,0.099944,0.199888,0.949818,-0.700168,0.699874
0.156000,0.099941,0.199883,0.949809,-0.700176,0.699868
0.158000,0.099939,0.199878,0.949801,-0.700184,0.699862
0.160000,0.099936,0.199872,0.949792,-0.700192,0.699856
0.162000,0.099933,0.199867,0.949783,-0.700200,0.699850
0.164000,0.099930,0.199861,0.949774,-0.700209,0.699843
0.166000,0.099927,0.199855,0.949764,-0.700218,0.699837
0.168000,0.099924,0.199849,0.949754,-0.700227,0.699830
0.170000,0.099921,0.199842,0.949744,-0.700236,0.699823
0.172000,0.099918,0.199836,0.949733,-0.700246,0.699815
0.174000,0.099915,0.199829,0.949722,-0.700256,0.699808
0.176000,0.099911,0.199822,0.949711,-0.700267,0.699800
0.178000,0.099908,0.199815,0.949700,-0.700277,0.699792
0.180000,0.099904,0.199808,0.949688,-0.700288,0.699784
0.182000,0.099900,0.199800,0.949675,-0.700300,0.699775
0.184000,0.099896,0.199792,0.949663,-0.700311,0.699767
0.186000,0.099892,0.199784,0.949650,-0.700323,0.699758
0.188000,0.099888,0.199776,0.949636,-0.700336,0.699748
0.190000,0.099884,0.199768,0.949623,-0.700348,0.699739
0.192000,0.099880,0.199759,0.949609,-0.700361,0.699729
0.194000,0.099875,0.199750,0.949594,-0.700375,0.699719
0.196000,0.099871,0.199741,0.949579,-0.700388,0.699709
0.198000,0.099866,0.199732,0.949564,-0.700403,0.699698
0.200000,0.099861,0.199722,0.949548,-0.700417,0.699687
0.202000,0.099856,0.199712,0.949532,-0.700432,0.699676
0.204000,0.099851,0.199702,0.949516,-0.700447,0.699665
0.206000,0.099846,0.199691,0.949499,-0.700463,0.699653
0.208000,0.099840,0.199681,0.949481,-0.700479,0.699641
0.210000,0.099835,0.199670,0.949463,-0.700495,0.699628
0.212000,0.099829,0.199658,0.949445,-0.700512,0.699616
0.214000,0.099823,0.199647,0.949426,-0.700530,0.699603
